time,weathercode,temperature_2m_max,temperature_2m_min,precipitation_sum,month-day,city
2018-07-28,53,20.7,14.9,2.6,7.28,9
2018-07-28,51,18.8,14.3,1.4,7.28,6
2018-07-28,63,19.6,11.0,19.0,7.28,4
2018-07-28,61,17.6,14.0,8.4,7.28,10
2018-07-28,53,18.6,13.4,2.4,7.28,5
2018-07-28,63,19.4,13.9,7.6,7.28,8
2018-07-29,63,21.5,14.9,13.3,7.29,7
2018-07-29,63,22.2,14.0,13.5,7.29,6
2018-07-29,61,20.3,15.6,6.7,7.29,1
2018-07-29,63,21.7,13.8,19.2,7.29,3
2018-07-29,63,20.4,15.1,20.3,7.29,10
2018-07-29,61,17.3,10.8,12.5,7.29,4
2018-07-29,53,21.2,13.5,5.6,7.29,5
2018-07-29,63,22.0,13.6,11.2,7.29,8
2018-07-29,61,20.9,14.7,7.7,7.29,9
2018-07-29,61,17.8,11.5,10.9,7.29,2
2018-07-30,63,22.4,13.3,3.4,7.3,6
2018-07-30,51,22.9,16.4,0.4,7.3,1
2018-07-30,53,21.9,15.6,3.4,7.3,9
2018-07-30,51,21.2,13.3,2.1,7.3,5
2018-07-30,55,21.3,14.7,3.0,7.3,7
2018-07-30,53,23.0,11.6,2.5,7.3,3
2018-07-30,63,20.1,11.1,10.4,7.3,2
2018-07-30,51,23.2,12.8,1.3,7.3,8
2018-07-30,51,18.7,9.8,1.9,7.3,4
2018-07-30,53,20.9,14.3,2.1,7.3,10
2018-07-31,51,21.3,12.0,0.8,7.31,3
2018-07-31,53,17.9,10.9,2.0,7.31,4
2018-07-31,61,23.2,14.7,4.2,7.31,1
2018-07-31,51,20.8,13.1,0.2,7.31,5
2018-07-31,51,21.7,13.1,0.3,7.31,6
2018-07-31,51,21.9,12.0,0.1,7.31,8
2018-07-31,51,18.3,11.9,0.1,7.31,2
2018-07-31,61,22.3,13.5,2.4,7.31,9
2018-07-31,51,20.4,13.5,0.2,7.31,10
2018-07-31,51,21.7,13.6,1.1,7.31,7
2018-08-01,51,21.4,12.4,0.6,8.01,5
2018-08-01,51,22.3,13.7,0.1,8.01,6
2018-08-01,51,21.9,14.6,0.2,8.01,10
2018-08-01,61,19.1,14.7,7.0,8.01,2
2018-08-01,3,22.4,12.6,0.0,8.01,8
2018-08-01,3,23.6,12.5,0.0,8.01,9
2018-08-01,3,24.5,13.0,0.0,8.01,1
2018-08-01,51,21.7,13.0,0.5,8.01,7
2018-08-01,61,17.8,13.5,9.1,8.01,4
2018-08-01,3,22.0,14.1,0.0,8.01,3
2018-08-02,53,21.6,15.6,4.7,8.02,4
2018-08-02,51,25.2,16.0,0.4,8.02,3
2018-08-02,61,23.3,15.8,4.2,8.02,2
2018-08-02,51,25.3,15.9,0.1,8.02,8
2018-08-02,3,26.3,13.9,0.0,8.02,9
2018-08-02,51,25.1,14.9,0.2,8.02,5
2018-08-02,51,24.0,16.1,0.4,8.02,6
2018-08-02,51,23.3,16.5,0.5,8.02,10
2018-08-02,3,24.6,14.7,0.0,8.02,7
2018-08-02,1,28.4,13.5,0.0,8.02,1
2018-08-03,2,30.3,17.8,0.0,8.03,1
2018-08-03,55,23.1,16.4,3.3,8.03,8
2018-08-03,51,20.5,13.0,0.7,8.03,4
2018-08-03,53,21.7,16.6,2.7,8.03,6
2018-08-03,61,22.1,16.2,3.4,8.03,3
2018-08-03,51,27.4,15.6,0.1,8.03,9
2018-08-03,51,24.7,16.1,0.6,8.03,5
2018-08-03,51,25.4,16.4,0.1,8.03,7
2018-08-03,51,24.2,15.7,1.0,8.03,10
2018-08-03,51,21.9,14.4,0.4,8.03,2
2018-08-04,3,21.8,12.7,0.0,8.04,3
2018-08-04,3,24.0,15.2,0.0,8.04,5
2018-08-04,1,27.8,18.6,0.0,8.04,1
2018-08-04,51,23.8,14.7,0.3,8.04,10
2018-08-04,51,17.8,12.1,0.8,8.04,4
2018-08-04,2,25.8,15.9,0.0,8.04,9
2018-08-04,51,18.8,12.7,0.6,8.04,2
2018-08-04,3,22.8,13.7,0.0,8.04,8
2018-08-04,3,25.2,16.6,0.0,8.04,7
2018-08-04,3,19.4,14.2,0.0,8.04,6
2018-08-05,51,19.0,12.2,0.5,8.05,4
2018-08-05,2,27.2,14.0,0.0,8.05,7
2018-08-05,2,27.8,11.6,0.0,8.05,5
2018-08-05,0,27.5,13.8,0.0,8.05,9
2018-08-05,3,25.9,12.2,0.0,8.05,6
2018-08-05,3,20.1,12.4,0.0,8.05,2
2018-08-05,0,25.5,15.2,0.0,8.05,10
2018-08-05,3,27.9,15.1,0.0,8.05,1
2018-08-05,3,26.4,11.9,0.0,8.05,8
2018-08-05,3,25.8,11.2,0.0,8.05,3
2018-08-06,3,22.3,14.7,0.0,8.06,6
2018-08-06,1,30.3,14.8,0.0,8.06,1
2018-08-06,61,18.1,12.7,3.2,8.06,4
2018-08-06,1,27.4,14.9,0.0,8.06,9
2018-08-06,3,22.2,15.0,0.0,8.06,10
2018-08-06,3,23.3,14.1,0.0,8.06,8
2018-08-06,2,23.4,15.8,0.0,8.06,7
2018-08-06,51,20.4,14.8,0.9,8.06,2
2018-08-06,2,26.6,15.2,0.0,8.06,5
2018-08-06,3,23.2,13.8,0.0,8.06,3
2018-08-07,51,17.3,11.1,1.3,8.07,4
2018-08-07,51,19.6,13.7,0.3,8.07,6
2018-08-07,3,26.8,15.2,0.0,8.07,5
2018-08-07,53,17.5,13.1,3.4,8.07,2
2018-08-07,51,21.7,14.3,0.3,8.07,10
2018-08-07,3,25.6,15.3,0.0,8.07,8
2018-08-07,53,26.3,14.5,0.5,8.07,9
2018-08-07,61,29.8,17.0,5.2,8.07,1
2018-08-07,51,21.7,13.3,0.1,8.07,3
2018-08-07,51,23.0,14.9,0.1,8.07,7
2018-08-08,51,20.4,12.0,0.1,8.08,8
2018-08-08,51,22.8,16.4,0.4,8.08,1
2018-08-08,51,20.5,11.5,0.1,8.08,5
2018-08-08,61,20.1,13.8,3.7,8.08,7
2018-08-08,51,17.1,10.9,0.5,8.08,2
2018-08-08,63,18.8,12.5,6.6,8.08,6
2018-08-08,51,21.3,12.8,0.2,8.08,9
2018-08-08,53,15.8,10.0,2.1,8.08,4
2018-08-08,61,19.2,11.7,3.1,8.08,3
2018-08-08,51,18.7,12.8,1.2,8.08,10
2018-08-09,3,19.0,11.2,0.0,8.09,8
2018-08-09,51,17.9,11.3,0.1,8.09,6
2018-08-09,51,19.7,11.6,0.1,8.09,5
2018-08-09,51,19.1,13.2,0.1,8.09,7
2018-08-09,3,17.3,9.8,0.0,8.09,2
2018-08-09,61,17.3,13.7,10.5,8.09,1
2018-08-09,51,18.6,11.7,0.1,8.09,10
2018-08-09,51,18.6,11.5,0.2,8.09,3
2018-08-09,51,16.0,9.3,0.1,8.09,4
2018-08-09,51,19.5,13.3,0.1,8.09,9
2018-08-10,63,15.4,10.3,7.2,8.1,3
2018-08-10,61,16.6,10.2,5.7,8.1,2
2018-08-10,51,16.3,9.9,1.1,8.1,4
2018-08-10,63,18.5,10.9,5.5,8.1,1
2018-08-10,51,17.9,10.4,0.6,8.1,8
2018-08-10,61,19.0,11.4,4.7,8.1,7
2018-08-10,61,18.7,11.2,4.6,8.1,10
2018-08-10,61,15.6,10.4,5.4,8.1,5
2018-08-10,61,15.7,12.1,3.0,8.1,6
2018-08-10,61,17.8,11.7,6.4,8.1,9
2018-08-11,51,21.2,8.4,0.1,8.11,1
2018-08-11,61,20.0,7.9,4.5,8.11,5
2018-08-11,61,20.7,8.3,4.2,8.11,3
2018-08-11,53,18.4,7.6,1.2,8.11,4
2018-08-11,61,18.4,9.0,3.8,8.11,7
2018-08-11,61,22.6,9.2,2.2,8.11,8
2018-08-11,61,20.3,10.2,5.9,8.11,6
2018-08-11,51,18.0,9.4,0.2,8.11,2
2018-08-11,61,18.2,8.1,9.3,8.11,10
2018-08-11,53,20.6,7.9,2.1,8.11,9
2018-08-12,53,18.7,14.7,7.0,8.12,5
2018-08-12,61,15.9,13.2,10.0,8.12,2
2018-08-12,53,19.7,15.3,6.2,8.12,8
2018-08-12,63,20.1,15.1,16.7,8.12,7
2018-08-12,55,17.1,12.9,6.0,8.12,4
2018-08-12,61,21.1,15.6,8.5,8.12,6
2018-08-12,63,20.7,15.1,29.8,8.12,10
2018-08-12,63,19.7,15.2,13.5,8.12,9
2018-08-12,63,20.6,15.5,9.6,8.12,3
2018-08-12,55,20.9,16.2,6.6,8.12,1
2018-08-13,51,18.1,14.7,1.3,8.13,6
2018-08-13,55,19.3,13.7,3.2,8.13,3
2018-08-13,55,20.9,13.8,2.3,8.13,5
2018-08-13,53,21.4,13.5,1.6,8.13,10
2018-08-13,51,22.6,14.3,0.6,8.13,9
2018-08-13,55,21.6,14.2,3.9,8.13,8
2018-08-13,53,21.5,14.6,2.0,8.13,7
2018-08-13,51,22.8,15.2,1.0,8.13,1
2018-08-13,51,18.7,13.8,1.8,8.13,4
2018-08-13,53,16.7,14.0,3.7,8.13,2
2018-08-14,51,21.4,12.8,0.3,8.14,5
2018-08-14,51,20.0,15.9,0.5,8.14,6
2018-08-14,51,20.8,14.0,1.1,8.14,8
2018-08-14,3,22.1,13.0,0.0,8.14,9
2018-08-14,51,20.6,14.3,0.7,8.14,7
2018-08-14,61,17.7,12.8,5.6,8.14,4
2018-08-14,3,23.5,13.2,0.0,8.14,1
2018-08-14,51,20.1,13.4,0.7,8.14,10
2018-08-14,51,19.2,12.8,1.0,8.14,3
2018-08-14,63,20.3,13.4,3.7,8.14,2
2018-08-15,53,20.6,17.3,2.7,8.15,10
2018-08-15,61,21.9,15.0,7.1,8.15,3
2018-08-15,51,22.2,14.4,0.1,8.15,5
2018-08-15,55,22.2,16.1,5.9,8.15,6
2018-08-15,51,22.1,17.0,1.3,8.15,7
2018-08-15,3,24.0,15.0,0.0,8.15,1
2018-08-15,55,18.9,14.2,6.3,8.15,4
2018-08-15,53,23.7,15.4,1.8,8.15,8
2018-08-15,53,22.0,14.9,3.2,8.15,2
2018-08-15,51,23.4,14.9,0.6,8.15,9
2018-08-16,51,17.0,11.5,0.9,8.16,2
2018-08-16,63,19.8,12.6,8.9,8.16,9
2018-08-16,63,18.1,12.9,12.3,8.16,10
2018-08-16,51,17.6,14.6,0.9,8.16,6
2018-08-16,63,19.5,12.8,9.4,8.16,1
2018-08-16,53,15.8,10.7,4.6,8.16,4
2018-08-16,53,17.4,12.9,1.8,8.16,3
2018-08-16,51,18.3,13.2,0.8,8.16,8
2018-08-16,63,18.5,13.6,10.9,8.16,7
2018-08-16,55,18.4,12.4,5.7,8.16,5
2018-08-17,53,18.0,13.5,1.5,8.17,6
2018-08-17,51,17.5,12.0,1.2,8.17,3
2018-08-17,51,17.1,12.0,0.1,8.17,2
2018-08-17,53,15.5,11.7,4.4,8.17,4
2018-08-17,51,17.9,11.0,0.1,8.17,10
2018-08-17,3,20.9,10.2,0.0,8.17,1
2018-08-17,3,19.2,10.7,0.0,8.17,9
2018-08-17,3,18.1,10.4,0.0,8.17,5
2018-08-17,51,18.2,12.3,0.5,8.17,7
2018-08-17,51,18.3,11.2,0.6,8.17,8
2018-08-18,53,18.4,14.8,3.3,8.18,2
2018-08-18,51,22.1,14.5,0.6,8.18,3
2018-08-18,51,21.9,13.6,0.1,8.18,1
2018-08-18,51,20.5,14.6,0.4,8.18,9
2018-08-18,55,21.6,15.1,1.0,8.18,8
2018-08-18,51,19.4,16.1,1.2,8.18,10
2018-08-18,51,20.2,15.4,1.5,8.18,7
2018-08-18,51,21.7,13.6,0.1,8.18,5
2018-08-18,61,16.8,13.9,10.4,8.18,4
2018-08-18,51,22.6,14.5,0.1,8.18,6
2018-08-19,61,21.5,15.4,2.7,8.19,8
2018-08-19,63,15.0,13.2,15.4,8.19,2
2018-08-19,51,20.5,15.8,0.3,8.19,7
2018-08-19,55,20.1,16.1,3.6,8.19,6
2018-08-19,51,19.6,16.6,1.4,8.19,10
2018-08-19,61,18.7,12.3,8.3,8.19,4
2018-08-19,3,26.7,16.0,0.0,8.19,1
2018-08-19,61,19.2,13.7,4.4,8.19,3
2018-08-19,3,22.1,15.8,0.0,8.19,9
2018-08-19,51,21.8,16.3,0.6,8.19,5
2018-08-20,51,24.3,16.1,1.4,8.2,1
2018-08-20,53,21.8,15.8,1.9,8.2,6
2018-08-20,3,17.4,12.2,0.0,8.2,2
2018-08-20,51,21.6,17.2,0.8,8.2,7
2018-08-20,51,22.3,15.4,0.9,8.2,5
2018-08-20,53,22.6,14.7,3.5,8.2,8
2018-08-20,51,20.6,17.0,0.5,8.2,10
2018-08-20,3,18.9,9.2,0.0,8.2,4
2018-08-20,51,22.1,14.0,1.3,8.2,3
2018-08-20,51,23.2,15.6,0.2,8.2,9
2018-08-21,51,20.6,15.8,0.3,8.21,7
2018-08-21,51,23.7,16.1,0.9,8.21,5
2018-08-21,51,25.3,16.7,0.1,8.21,1
2018-08-21,51,22.8,16.1,0.5,8.21,3
2018-08-21,53,20.8,14.2,1.2,8.21,2
2018-08-21,3,23.1,15.7,0.0,8.21,8
2018-08-21,51,20.7,15.3,0.6,8.21,10
2018-08-21,51,20.0,13.7,0.8,8.21,4
2018-08-21,2,23.4,15.8,0.0,8.21,9
2018-08-21,51,22.4,16.7,0.9,8.21,6
2018-08-22,63,18.2,11.4,12.3,8.22,4
2018-08-22,3,24.2,14.7,0.0,8.22,1
2018-08-22,55,18.1,11.7,3.5,8.22,2
2018-08-22,55,22.6,12.8,3.1,8.22,3
2018-08-22,3,22.2,14.7,0.0,8.22,9
2018-08-22,53,22.9,13.9,2.1,8.22,6
2018-08-22,55,23.5,15.4,2.5,8.22,5
2018-08-22,51,21.6,15.9,0.4,8.22,7
2018-08-22,51,20.7,16.5,1.3,8.22,10
2018-08-22,53,23.4,14.2,1.0,8.22,8
2018-08-23,61,17.5,12.1,5.5,8.23,6
2018-08-23,61,18.4,11.3,5.5,8.23,5
2018-08-23,51,22.0,15.2,1.0,8.23,1
2018-08-23,53,14.3,9.9,3.2,8.23,2
2018-08-23,61,19.4,12.0,7.4,8.23,9
2018-08-23,61,19.1,12.9,6.5,8.23,7
2018-08-23,61,17.2,10.6,2.7,8.23,8
2018-08-23,61,16.5,10.1,3.3,8.23,3
2018-08-23,61,14.2,10.0,6.3,8.23,4
2018-08-23,55,18.5,12.4,4.5,8.23,10
2018-08-24,51,13.4,9.0,0.3,8.24,4
2018-08-24,2,15.5,9.6,0.0,8.24,8
2018-08-24,53,15.6,9.2,2.7,8.24,10
2018-08-24,53,16.0,8.8,3.2,8.24,5
2018-08-24,61,13.8,9.9,15.9,8.24,3
2018-08-24,61,16.9,9.5,3.8,8.24,9
2018-08-24,63,16.0,10.4,5.5,8.24,7
2018-08-24,55,18.1,10.8,3.9,8.24,1
2018-08-24,63,14.8,11.6,12.4,8.24,6
2018-08-24,61,13.9,9.5,2.7,8.24,2
2018-08-25,55,15.7,10.4,4.6,8.25,6
2018-08-25,51,17.0,7.9,0.5,8.25,9
2018-08-25,1,16.7,7.7,0.0,8.25,8
2018-08-25,51,16.1,8.8,1.0,8.25,3
2018-08-25,51,16.4,8.0,0.4,8.25,5
2018-08-25,51,15.8,7.9,0.7,8.25,2
2018-08-25,51,16.8,8.0,1.2,8.25,10
2018-08-25,51,15.8,7.6,0.3,8.25,4
2018-08-25,51,18.1,8.5,1.1,8.25,1
2018-08-25,51,17.1,9.4,0.9,8.25,7
2018-08-26,63,19.1,10.6,15.2,8.26,7
2018-08-26,63,18.0,10.2,12.9,8.26,1
2018-08-26,61,13.5,9.9,9.4,8.26,4
2018-08-26,63,18.2,9.5,12.5,8.26,9
2018-08-26,63,17.3,10.8,12.3,8.26,6
2018-08-26,61,18.1,9.9,9.4,8.26,5
2018-08-26,55,13.3,10.6,7.0,8.26,2
2018-08-26,61,14.7,9.5,5.8,8.26,8
2018-08-26,63,18.1,10.3,26.0,8.26,10
2018-08-26,63,16.4,9.1,13.0,8.26,3
2018-08-27,51,17.6,11.3,0.2,8.27,5
2018-08-27,51,17.3,11.2,1.2,8.27,4
2018-08-27,51,18.5,12.3,0.1,8.27,9
2018-08-27,51,17.7,13.4,0.5,8.27,10
2018-08-27,51,16.9,13.7,1.7,8.27,6
2018-08-27,51,18.0,13.1,0.5,8.27,7
2018-08-27,51,16.4,12.4,2.2,8.27,3
2018-08-27,51,17.7,12.0,0.1,8.27,8
2018-08-27,51,16.9,11.1,0.3,8.27,2
2018-08-27,3,19.3,13.7,0.0,8.27,1
2018-08-28,3,17.7,11.0,0.0,8.28,5
2018-08-28,51,18.1,12.4,0.1,8.28,7
2018-08-28,3,17.6,12.5,0.0,8.28,10
2018-08-28,3,17.4,11.0,0.0,8.28,2
2018-08-28,51,19.0,12.5,1.0,8.28,6
2018-08-28,3,20.0,12.3,0.0,8.28,1
2018-08-28,51,16.9,11.6,0.4,8.28,4
2018-08-28,51,18.1,11.5,0.8,8.28,3
2018-08-28,51,18.7,10.5,0.1,8.28,9
2018-08-28,51,19.3,10.3,0.2,8.28,8
2018-08-29,51,19.3,11.8,0.1,8.29,8
2018-08-29,51,17.4,10.1,0.5,8.29,5
2018-08-29,51,19.3,12.8,1.2,8.29,7
2018-08-29,51,19.0,11.4,0.9,8.29,10
2018-08-29,51,16.5,10.4,0.1,8.29,2
2018-08-29,53,15.9,8.9,1.6,8.29,4
2018-08-29,53,17.0,9.9,0.7,8.29,3
2018-08-29,53,19.2,12.0,1.3,8.29,9
2018-08-29,51,19.7,12.1,1.2,8.29,1
2018-08-29,53,15.9,12.2,1.4,8.29,6
2018-08-30,3,16.8,7.6,0.0,8.3,3
2018-08-30,3,17.5,7.6,0.0,8.3,8
2018-08-30,3,19.1,10.1,0.0,8.3,1
2018-08-30,51,14.9,6.8,0.1,8.3,4
2018-08-30,3,17.0,8.2,0.0,8.3,5
2018-08-30,51,17.0,9.2,0.1,8.3,10
2018-08-30,51,16.9,10.1,0.3,8.3,6
2018-08-30,51,15.5,8.7,0.4,8.3,2
2018-08-30,3,17.8,8.0,0.0,8.3,7
2018-08-30,3,18.0,9.0,0.0,8.3,9
2018-08-31,51,18.1,5.9,0.1,8.31,4
2018-08-31,3,18.9,8.4,0.0,8.31,3
2018-08-31,3,19.6,9.7,0.0,8.31,6
2018-08-31,3,18.1,9.2,0.0,8.31,5
2018-08-31,51,19.6,10.1,0.3,8.31,9
2018-08-31,2,19.0,6.6,0.0,8.31,8
2018-08-31,1,20.3,10.0,0.0,8.31,10
2018-08-31,3,18.5,8.4,0.0,8.31,2
2018-08-31,51,20.5,9.3,0.2,8.31,7
2018-08-31,51,19.7,10.5,0.7,8.31,1
2018-09-01,3,24.6,9.6,0.0,9.01,8
2018-09-01,3,22.1,9.9,0.0,9.01,3
2018-09-01,3,21.1,11.3,0.0,9.01,5
2018-09-01,3,22.2,11.5,0.0,9.01,6
2018-09-01,3,21.6,12.9,0.0,9.01,7
2018-09-01,53,18.9,13.6,0.9,9.01,2
2018-09-01,51,18.2,13.9,1.3,9.01,4
2018-09-01,3,22.6,10.2,0.0,9.01,9
2018-09-01,2,22.4,10.4,0.0,9.01,1
2018-09-01,51,20.7,12.1,0.1,9.01,10
2018-09-02,3,23.5,14.3,0.0,9.02,8
2018-09-02,3,22.4,15.0,0.0,9.02,7
2018-09-02,1,22.4,10.5,0.0,9.02,1
2018-09-02,51,22.7,16.8,0.8,9.02,3
2018-09-02,51,22.6,16.0,1.3,9.02,6
2018-09-02,51,19.9,12.1,1.1,9.02,4
2018-09-02,3,22.9,14.3,0.0,9.02,5
2018-09-02,3,20.7,14.8,0.0,9.02,2
2018-09-02,3,22.0,15.7,0.0,9.02,10
2018-09-03,53,16.8,13.7,2.8,9.03,6
2018-09-03,61,16.3,10.3,7.1,9.03,2
2018-09-03,3,22.5,11.1,0.0,9.03,1
2018-09-03,51,22.2,14.0,1.1,9.03,7
2018-09-03,53,17.4,14.1,2.2,9.03,3
2018-09-03,53,21.7,13.3,2.0,9.03,8
2018-09-03,53,21.4,13.0,2.6,9.03,10
2018-09-03,51,14.5,10.5,0.8,9.03,4
2018-09-03,51,22.1,12.9,1.0,9.03,9
2018-09-03,61,20.4,13.8,3.6,9.03,5
2018-09-04,3,15.7,12.3,0.0,9.04,5
2018-09-04,3,18.4,13.0,0.0,9.04,10
2018-09-04,51,17.0,13.5,1.1,9.04,7
2018-09-04,3,20.6,10.9,0.0,9.04,1
2018-09-04,3,18.7,12.5,0.0,9.04,9
2018-09-04,3,14.9,8.5,0.0,9.04,2
2018-09-04,3,15.6,8.9,0.0,9.04,4
2018-09-04,51,16.0,12.2,0.7,9.04,6
2018-09-04,51,15.8,12.5,0.7,9.04,8
2018-09-04,51,16.5,12.6,0.1,9.04,3
2018-09-05,3,18.0,8.4,0.0,9.05,3
2018-09-05,3,19.3,13.0,0.0,9.05,9
2018-09-05,51,17.4,8.8,0.9,9.05,2
2018-09-05,3,18.2,10.1,0.0,9.05,5
2018-09-05,51,15.9,11.8,2.1,9.05,8
2018-09-05,3,19.4,11.3,0.0,9.05,7
2018-09-05,63,16.8,6.8,8.0,9.05,4
2018-09-05,3,20.1,13.0,0.0,9.05,1
2018-09-05,51,17.0,9.4,0.1,9.05,6
2018-09-05,3,19.3,11.8,0.0,9.05,10
2018-09-06,61,16.6,8.5,3.7,9.06,5
2018-09-06,53,19.0,9.5,0.9,9.06,9
2018-09-06,53,14.5,11.8,2.6,9.06,6
2018-09-06,51,21.0,10.4,0.3,9.06,1
2018-09-06,51,18.2,10.0,0.8,9.06,10
2018-09-06,53,15.3,7.7,1.9,9.06,8
2018-09-06,51,18.0,9.3,1.9,9.06,7
2018-09-06,51,13.7,8.0,1.5,9.06,3
2018-09-06,53,13.7,6.0,1.6,9.06,4
2018-09-06,53,13.7,8.0,1.2,9.06,2
2018-09-07,53,15.2,6.1,1.8,9.07,8
2018-09-07,51,14.6,10.7,2.2,9.07,6
2018-09-07,51,16.2,7.3,1.1,9.07,4
2018-09-07,3,17.9,8.7,0.0,9.07,1
2018-09-07,3,16.7,8.4,0.0,9.07,9
2018-09-07,3,16.2,9.5,0.0,9.07,7
2018-09-07,53,13.5,5.4,1.8,9.07,3
2018-09-07,51,15.3,7.9,0.3,9.07,5
2018-09-07,3,15.7,8.8,0.0,9.07,10
2018-09-07,61,15.9,7.9,3.8,9.07,2
2018-09-08,53,18.9,8.8,1.2,9.08,1
2018-09-08,53,18.3,12.0,2.2,9.08,7
2018-09-08,61,15.7,11.8,11.6,9.08,6
2018-09-08,61,17.5,12.6,6.7,9.08,10
2018-09-08,63,15.5,10.7,14.3,9.08,3
2018-09-08,51,15.9,7.7,0.6,9.08,4
2018-09-08,51,16.8,9.0,0.1,9.08,2
2018-09-08,61,16.0,9.8,7.7,9.08,8
2018-09-08,53,16.3,10.0,3.1,9.08,5
2018-09-08,53,18.5,9.1,2.5,9.08,9
2018-09-09,51,20.4,12.7,0.6,9.09,9
2018-09-09,51,17.9,14.0,0.8,9.09,10
2018-09-09,61,16.3,11.5,3.6,9.09,2
2018-09-09,51,18.8,11.7,0.5,9.09,8
2018-09-09,53,18.1,12.7,1.5,9.09,6
2018-09-09,51,18.9,13.6,0.5,9.09,7
2018-09-09,53,17.3,11.2,2.8,9.09,3
2018-09-09,51,22.6,13.9,0.5,9.09,1
2018-09-09,51,18.7,11.2,0.4,9.09,5
2018-09-09,55,15.2,11.5,7.3,9.09,4
2018-09-10,61,14.6,11.8,6.6,9.1,2
2018-09-10,53,17.3,12.0,1.9,9.1,6
2018-09-10,51,19.1,13.6,0.2,9.1,7
2018-09-10,3,21.0,12.6,0.0,9.1,1
2018-09-10,3,18.9,12.3,0.0,9.1,9
2018-09-10,51,17.4,10.8,0.1,9.1,5
2018-09-10,61,14.5,11.3,12.9,9.1,4
2018-09-10,3,18.3,13.6,0.0,9.1,10
2018-09-10,53,17.2,11.9,1.4,9.1,8
2018-09-10,51,16.6,9.5,1.2,9.1,3
2018-09-11,63,15.2,11.3,4.8,9.11,2
2018-09-11,53,18.6,14.9,4.3,9.11,7
2018-09-11,51,17.1,13.0,1.7,9.11,8
2018-09-11,51,21.2,15.3,0.8,9.11,9
2018-09-11,51,18.3,13.8,0.6,9.11,5
2018-09-11,51,22.8,16.0,1.5,9.11,1
2018-09-11,61,16.5,12.8,7.6,9.11,3
2018-09-11,53,18.5,14.7,2.5,9.11,10
2018-09-11,63,17.2,13.4,18.5,9.11,6
2018-09-11,53,14.1,11.0,2.6,9.11,4
2018-09-12,51,16.1,9.6,1.4,9.12,10
2018-09-12,51,15.4,10.1,0.8,9.12,9
2018-09-12,55,17.2,9.3,3.5,9.12,8
2018-09-12,63,15.7,7.7,8.4,9.12,3
2018-09-12,53,16.4,8.8,3.0,9.12,5
2018-09-12,53,15.8,9.7,1.8,9.12,7
2018-09-12,53,13.9,10.4,1.5,9.12,2
2018-09-12,61,15.1,10.7,6.6,9.12,6
2018-09-12,51,13.8,10.4,0.8,9.12,4
2018-09-12,53,16.5,9.7,3.3,9.12,1
2018-09-13,3,19.3,6.9,0.0,9.13,1
2018-09-13,51,15.8,7.7,0.1,9.13,5
2018-09-13,3,17.1,6.9,0.0,9.13,9
2018-09-13,51,16.2,8.3,0.3,9.13,3
2018-09-13,51,16.8,10.6,0.1,9.13,6
2018-09-13,51,16.4,8.6,0.1,9.13,10
2018-09-13,51,16.2,9.6,0.2,9.13,8
2018-09-13,51,14.2,10.2,0.8,9.13,2
2018-09-13,53,14.1,10.9,4.2,9.13,4
2018-09-13,51,16.5,7.2,0.1,9.13,7
2018-09-14,53,14.2,11.2,3.5,9.14,3
2018-09-14,51,14.7,12.0,1.5,9.14,6
2018-09-14,61,13.3,7.7,8.3,9.14,4
2018-09-14,51,16.3,10.5,0.2,9.14,9
2018-09-14,51,16.3,9.3,0.2,9.14,5
2018-09-14,55,14.6,8.2,4.1,9.14,2
2018-09-14,51,16.1,11.9,0.2,9.14,8
2018-09-14,3,17.3,8.9,0.0,9.14,1
2018-09-14,53,16.4,11.9,2.8,9.14,7
2018-09-14,53,16.1,11.0,3.1,9.14,10
2018-09-15,51,14.5,7.0,2.6,9.15,4
2018-09-15,3,17.2,9.4,0.0,9.15,5
2018-09-15,3,20.0,10.3,0.0,9.15,1
2018-09-15,51,15.1,7.8,0.4,9.15,2
2018-09-15,51,17.0,11.3,0.9,9.15,6
2018-09-15,51,18.4,12.4,0.7,9.15,7
2018-09-15,53,17.8,12.5,0.9,9.15,10
2018-09-15,51,16.8,10.1,0.2,9.15,8
2018-09-15,51,19.0,10.3,0.1,9.15,9
2018-09-15,51,17.1,10.8,2.2,9.15,3
2018-09-16,3,22.1,12.8,0.0,9.16,1
2018-09-16,55,18.4,12.2,4.8,9.16,6
2018-09-16,61,17.6,10.5,7.1,9.16,3
2018-09-16,51,20.7,13.4,1.4,9.16,7
2018-09-16,61,15.2,11.4,10.6,9.16,4
2018-09-16,55,19.2,12.6,1.8,9.16,5
2018-09-16,55,15.4,11.8,3.2,9.16,2
2018-09-16,55,20.2,11.2,1.8,9.16,8
2018-09-16,61,19.7,13.8,7.9,9.16,10
2018-09-16,51,21.8,12.6,0.3,9.16,9
2018-09-17,51,20.5,16.7,0.9,9.17,7
2018-09-17,55,17.2,11.1,3.9,9.17,4
2018-09-17,51,23.7,9.9,0.6,9.17,8
2018-09-17,51,20.9,14.4,1.4,9.17,5
2018-09-17,53,19.2,15.9,1.7,9.17,10
2018-09-17,1,23.4,16.0,0.0,9.17,1
2018-09-17,51,22.1,10.6,1.0,9.17,6
2018-09-17,53,22.6,16.4,1.1,9.17,9
2018-09-17,53,17.8,11.1,1.2,9.17,2
2018-09-17,53,22.0,10.3,1.3,9.17,3
2018-09-18,63,21.2,14.2,5.0,9.18,8
2018-09-18,63,20.4,15.1,10.0,9.18,3
