time,weathercode,temperature_2m_max,temperature_2m_min,precipitation_sum,month-day,city
2009-09-23,3,13.5,10.3,0.0,9.23,2
2009-09-23,51,12.9,10.5,1.4,9.23,4
2009-09-23,3,16.1,11.3,0.0,9.23,9
2009-09-23,3,15.2,10.2,0.0,9.23,5
2009-09-23,3,17.7,14.5,0.0,9.23,1
2009-09-23,51,15.5,11.3,0.1,9.23,3
2009-09-23,3,15.2,11.4,0.0,9.23,10
2009-09-23,51,16.2,12.2,0.3,9.23,6
2009-09-24,2,17.0,8.4,0.0,9.24,7
2009-09-24,3,14.7,11.5,0.0,9.24,2
2009-09-24,2,18.1,9.3,0.0,9.24,1
2009-09-24,3,16.7,9.0,0.0,9.24,8
2009-09-24,3,16.4,10.2,0.0,9.24,10
2009-09-24,51,14.2,11.5,0.7,9.24,4
2009-09-24,3,16.3,8.6,0.0,9.24,5
2009-09-24,3,14.8,9.3,0.0,9.24,3
2009-09-24,3,15.0,11.3,0.0,9.24,6
2009-09-24,3,17.0,8.9,0.0,9.24,9
2009-09-25,3,16.3,7.7,0.0,9.25,5
2009-09-25,3,15.3,11.6,0.0,9.25,2
2009-09-25,51,14.9,11.8,0.1,9.25,4
2009-09-25,3,15.6,11.8,0.0,9.25,6
2009-09-25,3,16.7,6.6,0.0,9.25,9
2009-09-25,2,18.2,8.2,0.0,9.25,1
2009-09-25,3,14.8,9.9,0.0,9.25,3
2009-09-25,3,16.6,9.2,0.0,9.25,7
2009-09-25,3,16.1,8.6,0.0,9.25,10
2009-09-25,3,16.6,9.5,0.0,9.25,8
2009-09-26,3,14.7,9.0,0.0,9.26,3
2009-09-26,3,15.8,10.4,0.0,9.26,2
2009-09-26,3,17.5,8.7,0.0,9.26,9
2009-09-26,1,18.4,8.2,0.0,9.26,8
2009-09-26,3,15.2,11.0,0.0,9.26,4
2009-09-26,2,18.2,10.1,0.0,9.26,1
2009-09-26,3,18.0,9.7,0.0,9.26,7
2009-09-26,3,14.4,11.4,0.0,9.26,6
2009-09-26,2,16.4,7.4,0.0,9.26,5
2009-09-26,2,17.3,7.6,0.0,9.26,10
2009-09-27,3,14.3,13.0,0.0,9.27,4
2009-09-27,3,14.6,13.0,0.0,9.27,2
2009-09-27,3,15.5,12.0,0.0,9.27,6
2009-09-27,3,18.1,8.2,0.0,9.27,8
2009-09-27,3,18.6,8.1,0.0,9.27,1
2009-09-27,3,17.0,8.2,0.0,9.27,5
2009-09-27,3,15.0,8.9,0.0,9.27,3
2009-09-27,3,16.9,8.0,0.0,9.27,7
2009-09-27,2,17.4,8.1,0.0,9.27,9
2009-09-27,3,17.0,8.9,0.0,9.27,10
2009-09-28,3,17.5,12.0,0.0,9.28,5
2009-09-28,3,18.0,12.2,0.0,9.28,8
2009-09-28,51,16.4,13.8,0.1,9.28,6
2009-09-28,3,17.3,11.3,0.0,9.28,9
2009-09-28,51,14.0,12.8,0.2,9.28,4
2009-09-28,3,18.1,10.0,0.0,9.28,7
2009-09-28,3,14.6,12.8,0.0,9.28,2
2009-09-28,3,17.6,10.1,0.0,9.28,1
2009-09-28,51,15.8,12.9,1.1,9.28,3
2009-09-28,3,17.7,11.0,0.0,9.28,10
2009-09-29,3,17.7,11.0,0.0,9.29,1
2009-09-29,3,17.0,11.2,0.0,9.29,10
2009-09-29,51,15.2,13.5,0.1,9.29,6
2009-09-29,3,16.7,13.7,0.0,9.29,8
2009-09-29,51,13.9,12.2,0.2,9.29,4
2009-09-29,3,16.5,10.4,0.0,9.29,9
2009-09-29,51,14.5,12.8,0.8,9.29,3
2009-09-29,3,17.2,9.0,0.0,9.29,7
2009-09-29,55,13.5,9.9,3.4,9.29,2
2009-09-29,3,16.0,12.0,0.0,9.29,5
2009-09-30,51,14.8,9.6,0.2,9.3,4
2009-09-30,51,15.7,12.5,1.5,9.3,3
2009-09-30,3,17.3,12.5,0.0,9.3,8
2009-09-30,51,16.8,12.0,0.3,9.3,10
2009-09-30,3,17.6,12.8,0.0,9.3,9
2009-09-30,3,16.8,11.7,0.0,9.3,7
2009-09-30,51,15.1,9.9,0.1,9.3,2
2009-09-30,51,16.5,12.1,0.5,9.3,5
2009-09-30,51,18.3,11.9,0.3,9.3,1
2009-09-30,51,15.4,13.7,2.5,9.3,6
2009-10-01,51,13.3,11.0,0.2,10.01,6
2009-10-01,3,13.2,8.6,0.0,10.01,5
2009-10-01,3,14.7,8.9,0.0,10.01,9
2009-10-01,3,11.0,5.2,0.0,10.01,4
2009-10-01,3,15.7,9.2,0.0,10.01,7
2009-10-01,3,15.5,10.4,0.0,10.01,1
2009-10-01,3,15.9,10.6,0.0,10.01,10
2009-10-01,3,13.0,8.6,0.0,10.01,8
2009-10-01,3,12.3,9.0,0.0,10.01,3
2009-10-01,3,10.6,6.8,0.0,10.01,2
2009-10-02,3,15.2,6.7,0.0,10.02,7
2009-10-02,51,14.3,10.9,1.7,10.02,6
2009-10-02,3,16.7,7.5,0.0,10.02,1
2009-10-02,51,12.7,8.7,3.0,10.02,4
2009-10-02,51,13.2,9.5,0.8,10.02,3
2009-10-02,53,12.1,8.2,1.9,10.02,2
2009-10-02,3,13.9,8.4,0.0,10.02,5
2009-10-02,3,14.6,8.9,0.0,10.02,10
2009-10-02,3,15.2,8.0,0.0,10.02,9
2009-10-02,51,13.8,7.4,1.5,10.02,8
2009-10-03,53,12.2,7.8,2.8,10.03,2
2009-10-03,61,11.9,7.7,7.0,10.03,4
2009-10-03,51,15.1,11.4,0.1,10.03,10
2009-10-03,51,16.7,12.1,0.3,10.03,1
2009-10-03,51,14.2,11.4,1.3,10.03,6
2009-10-03,3,16.2,11.6,0.0,10.03,9
2009-10-03,3,15.4,10.2,0.0,10.03,5
2009-10-03,51,15.7,11.6,0.1,10.03,7
2009-10-03,51,13.4,10.4,2.1,10.03,3
2009-10-03,3,14.6,9.7,0.0,10.03,8
2009-10-04,51,12.7,8.9,1.6,10.04,6
2009-10-04,3,14.3,8.8,0.0,10.04,7
2009-10-04,51,10.4,4.9,0.9,10.04,4
2009-10-04,51,11.8,6.2,1.0,10.04,3
2009-10-04,1,13.5,5.5,0.0,10.04,8
2009-10-04,3,13.9,9.9,0.0,10.04,10
2009-10-04,2,10.7,5.9,0.0,10.04,2
2009-10-04,3,14.3,8.5,0.0,10.04,9
2009-10-04,3,13.3,7.8,0.0,10.04,5
2009-10-04,3,15.5,9.4,0.0,10.04,1
2009-10-05,1,13.4,4.6,0.0,10.05,3
2009-10-05,3,13.3,4.2,0.0,10.05,8
2009-10-05,1,13.6,6.7,0.0,10.05,6
2009-10-05,51,14.5,10.1,0.2,10.05,10
2009-10-05,51,13.2,9.3,0.2,10.05,9
2009-10-05,51,14.3,10.2,0.4,10.05,7
2009-10-05,3,12.1,4.4,0.0,10.05,4
2009-10-05,3,13.6,5.4,0.0,10.05,5
2009-10-05,53,15.0,10.9,3.5,10.05,1
2009-10-05,3,11.8,5.5,0.0,10.05,2
2009-10-06,61,16.3,10.1,16.2,10.06,6
2009-10-06,61,18.4,12.7,5.6,10.06,1
2009-10-06,61,16.3,8.3,14.5,10.06,3
2009-10-06,61,18.3,10.6,11.4,10.06,5
2009-10-06,61,17.0,6.9,12.7,10.06,8
2009-10-06,61,18.1,13.4,8.4,10.06,7
2009-10-06,55,11.2,5.8,3.3,10.06,4
2009-10-06,51,12.3,6.5,0.4,10.06,2
2009-10-06,61,17.5,13.5,9.4,10.06,10
2009-10-06,61,18.3,12.3,6.3,10.06,9
2009-10-07,61,12.8,8.0,5.0,10.07,5
2009-10-07,3,11.0,5.7,0.0,10.07,2
2009-10-07,61,16.3,9.4,8.4,10.07,9
2009-10-07,51,10.8,3.4,0.3,10.07,4
2009-10-07,51,12.3,7.9,0.3,10.07,6
2009-10-07,51,12.8,4.3,0.5,10.07,8
2009-10-07,55,16.1,9.8,7.0,10.07,7
2009-10-07,63,17.1,10.4,11.8,10.07,1
2009-10-07,55,12.1,4.7,1.9,10.07,3
2009-10-07,55,16.0,9.7,5.5,10.07,10
2009-10-08,3,12.7,3.3,0.0,10.08,5
2009-10-08,3,12.9,4.3,0.0,10.08,8
2009-10-08,3,14.1,4.7,0.0,10.08,9
2009-10-08,3,12.3,6.1,0.0,10.08,3
2009-10-08,3,12.2,7.6,0.0,10.08,6
2009-10-08,3,11.3,6.3,0.0,10.08,2
2009-10-08,3,11.5,4.5,0.0,10.08,4
2009-10-08,2,13.9,5.5,0.0,10.08,7
2009-10-08,53,14.9,6.9,1.3,10.08,1
2009-10-08,2,13.7,6.0,0.0,10.08,10
2009-10-09,53,12.7,6.7,1.6,10.09,5
2009-10-09,53,13.7,8.3,3.8,10.09,10
2009-10-09,61,11.0,5.1,7.6,10.09,4
2009-10-09,53,13.1,7.2,1.9,10.09,3
2009-10-09,53,13.2,5.2,2.7,10.09,8
2009-10-09,53,13.7,7.8,3.0,10.09,1
2009-10-09,53,13.2,6.9,2.3,10.09,9
2009-10-09,61,12.9,7.8,3.6,10.09,6
2009-10-09,53,13.7,8.0,2.5,10.09,7
2009-10-09,53,10.7,7.2,2.6,10.09,2
2009-10-10,3,14.9,8.9,0.0,10.1,5
2009-10-10,51,12.8,9.0,1.0,10.1,4
2009-10-10,3,15.3,11.1,0.0,10.1,10
2009-10-10,3,15.8,9.4,0.0,10.1,9
2009-10-10,51,14.1,10.3,0.7,10.1,6
2009-10-10,3,14.2,9.7,0.0,10.1,3
2009-10-10,53,13.0,9.4,0.7,10.1,2
2009-10-10,51,15.2,8.9,0.2,10.1,8
2009-10-10,53,16.9,10.2,1.8,10.1,1
2009-10-10,3,15.8,9.7,0.0,10.1,7
2009-10-11,53,13.9,10.1,0.6,10.11,1
2009-10-11,51,14.2,9.5,0.4,10.11,8
2009-10-11,53,16.3,9.7,1.7,10.11,7
2009-10-11,51,12.6,7.3,0.2,10.11,2
2009-10-11,53,13.9,9.8,1.3,10.11,9
2009-10-11,51,12.7,5.2,0.1,10.11,4
2009-10-11,55,16.1,10.3,2.1,10.11,10
2009-10-11,51,13.0,8.8,1.4,10.11,3
2009-10-11,3,13.7,9.2,0.0,10.11,5
2009-10-11,51,13.5,11.3,1.8,10.11,6
2009-10-12,3,13.1,7.0,0.0,10.12,8
2009-10-12,1,12.3,3.6,0.0,10.12,3
2009-10-12,1,13.9,7.0,0.0,10.12,10
2009-10-12,2,14.1,7.0,0.0,10.12,7
2009-10-12,2,12.6,7.5,0.0,10.12,6
2009-10-12,3,14.8,8.0,0.0,10.12,1
2009-10-12,3,10.8,4.4,0.0,10.12,2
2009-10-12,2,13.8,6.4,0.0,10.12,9
2009-10-12,1,13.0,5.5,0.0,10.12,5
2009-10-12,3,11.2,4.2,0.0,10.12,4
2009-10-13,53,13.8,8.4,1.8,10.13,2
2009-10-13,3,13.5,3.4,0.0,10.13,9
2009-10-13,3,13.9,5.5,0.0,10.13,1
2009-10-13,2,13.9,5.0,0.0,10.13,10
2009-10-13,53,13.3,6.1,0.8,10.13,6
2009-10-13,3,13.5,6.2,0.0,10.13,7
2009-10-13,53,12.2,4.1,0.7,10.13,3
2009-10-13,51,13.4,3.9,0.3,10.13,8
2009-10-13,53,13.2,7.2,1.0,10.13,4
2009-10-13,51,13.0,3.9,0.2,10.13,5
2009-10-14,3,14.9,6.8,0.0,10.14,7
2009-10-14,51,14.7,11.6,0.4,10.14,4
2009-10-14,3,14.4,7.3,0.0,10.14,10
2009-10-14,3,13.1,8.1,0.0,10.14,1
2009-10-14,3,13.9,9.0,0.0,10.14,3
2009-10-14,3,13.7,6.4,0.0,10.14,9
2009-10-14,51,13.5,9.6,0.5,10.14,8
2009-10-14,53,14.7,12.0,2.2,10.14,2
2009-10-14,53,14.5,9.6,0.5,10.14,6
2009-10-14,51,14.6,6.4,0.4,10.14,5
2009-10-15,3,13.7,6.5,0.0,10.15,1
2009-10-15,51,14.6,11.5,0.3,10.15,8
2009-10-15,51,13.4,7.7,0.6,10.15,10
2009-10-15,51,12.2,10.0,0.7,10.15,5
2009-10-15,3,11.0,8.4,0.0,10.15,9
2009-10-15,3,15.0,9.2,0.0,10.15,4
2009-10-15,51,12.7,7.6,0.3,10.15,7
2009-10-15,51,14.6,11.4,0.1,10.15,2
2009-10-15,3,14.1,11.2,0.0,10.15,6
2009-10-15,3,14.3,11.1,0.0,10.15,3
2009-10-16,3,12.5,8.2,0.0,10.16,6
2009-10-16,3,12.7,8.0,0.0,10.16,7
2009-10-16,3,12.1,6.8,0.0,10.16,5
2009-10-16,3,13.2,8.1,0.0,10.16,10
2009-10-16,3,11.7,8.3,0.0,10.16,8
2009-10-16,3,11.6,6.0,0.0,10.16,4
2009-10-16,3,11.7,7.9,0.0,10.16,9
2009-10-16,51,11.7,7.7,0.1,10.16,1
2009-10-16,3,12.7,4.5,0.0,10.16,3
2009-10-16,3,11.2,5.0,0.0,10.16,2
2009-10-17,3,10.7,4.7,0.0,10.17,7
2009-10-17,2,10.0,1.2,0.0,10.17,2
2009-10-17,3,9.8,5.1,0.0,10.17,6
2009-10-17,3,10.7,5.1,0.0,10.17,10
2009-10-17,3,10.5,2.7,0.0,10.17,4
2009-10-17,3,9.9,4.7,0.0,10.17,5
2009-10-17,3,10.6,6.4,0.0,10.17,9
2009-10-17,3,10.5,6.9,0.0,10.17,8
2009-10-17,3,11.6,5.2,0.0,10.17,1
2009-10-17,3,9.9,2.9,0.0,10.17,3
2009-10-18,3,10.8,4.3,0.0,10.18,9
2009-10-18,51,12.0,4.7,0.2,10.18,8
2009-10-18,3,11.1,3.3,0.0,10.18,5
2009-10-18,3,11.1,6.6,0.0,10.18,10
2009-10-18,51,11.4,7.7,0.6,10.18,4
2009-10-18,51,12.1,5.4,0.3,10.18,6
2009-10-18,3,11.1,6.0,0.0,10.18,7
2009-10-18,3,12.1,6.1,0.0,10.18,2
2009-10-18,3,10.8,3.0,0.0,10.18,3
2009-10-18,3,10.9,2.6,0.0,10.18,1
2009-10-19,53,11.1,6.8,6.6,10.19,4
2009-10-19,51,12.9,6.8,0.2,10.19,9
2009-10-19,53,11.8,8.0,3.1,10.19,2
2009-10-19,51,12.8,8.3,1.5,10.19,8
2009-10-19,51,12.9,7.4,0.2,10.19,7
2009-10-19,53,12.6,8.9,3.2,10.19,6
2009-10-19,51,12.6,8.7,0.1,10.19,10
2009-10-19,3,12.1,6.9,0.0,10.19,1
2009-10-19,51,12.1,8.0,1.1,10.19,3
2009-10-19,3,12.6,6.6,0.0,10.19,5
2009-10-20,61,13.8,9.1,13.7,10.2,7
2009-10-20,61,11.0,5.7,3.4,10.2,3
2009-10-20,61,11.8,5.9,8.6,10.2,5
2009-10-20,55,11.0,6.6,2.4,10.2,2
2009-10-20,51,12.9,6.5,0.5,10.2,1
2009-10-20,51,11.3,6.6,1.6,10.2,8
2009-10-20,53,12.1,7.3,3.7,10.2,6
2009-10-20,61,13.3,9.4,8.9,10.2,10
2009-10-20,53,12.7,6.6,3.0,10.2,9
2009-10-20,53,10.7,6.3,1.9,10.2,4
2009-10-21,53,14.5,10.0,2.8,10.21,1
2009-10-21,53,14.4,9.4,1.5,10.21,7
2009-10-21,55,12.6,9.3,8.5,10.21,8
2009-10-21,61,14.2,10.6,5.0,10.21,6
2009-10-21,61,13.8,9.9,5.6,10.21,3
2009-10-21,61,13.9,9.9,4.1,10.21,9
2009-10-21,55,13.6,9.5,4.8,10.21,5
2009-10-21,53,12.3,9.9,3.4,10.21,2
2009-10-21,53,13.3,9.7,4.9,10.21,4
2009-10-21,51,14.2,9.8,1.2,10.21,10
2009-10-22,53,13.8,7.4,1.2,10.22,8
2009-10-22,51,13.4,10.8,1.7,10.22,10
2009-10-22,3,13.1,7.3,0.0,10.22,4
2009-10-22,3,13.7,10.2,0.0,10.22,6
2009-10-22,51,13.5,8.6,0.7,10.22,5
2009-10-22,55,14.0,9.4,2.3,10.22,9
2009-10-22,53,13.5,10.6,1.4,10.22,7
2009-10-22,2,15.1,8.9,0.0,10.22,1
2009-10-22,51,11.9,8.0,0.5,10.22,2
2009-10-22,51,13.8,8.7,0.2,10.22,3
2009-10-23,53,14.9,9.7,0.6,10.23,7
2009-10-23,53,15.1,8.8,0.6,10.23,9
2009-10-23,51,12.5,7.4,0.2,10.23,2
2009-10-23,53,13.1,6.6,1.6,10.23,4
2009-10-23,3,13.5,9.2,0.0,10.23,8
2009-10-23,51,14.3,11.1,0.1,10.23,6
2009-10-23,53,14.5,10.8,1.7,10.23,10
2009-10-23,51,15.8,7.8,0.2,10.23,1
2009-10-23,51,14.1,10.7,0.1,10.23,3
2009-10-23,3,13.9,9.6,0.0,10.23,5
2009-10-24,61,16.1,12.8,5.7,10.24,10
2009-10-24,61,15.5,10.7,6.8,10.24,3
2009-10-24,61,16.7,12.3,3.8,10.24,7
2009-10-24,61,13.1,6.2,7.6,10.24,2
2009-10-24,63,13.4,6.2,14.8,10.24,4
2009-10-24,51,16.6,11.9,0.6,10.24,1
2009-10-24,53,16.0,12.0,2.2,10.24,9
2009-10-24,53,15.7,11.2,3.3,10.24,5
2009-10-24,61,15.1,9.5,5.1,10.24,8
2009-10-24,61,15.8,11.5,5.0,10.24,6
2009-10-25,61,11.8,10.4,9.1,10.25,2
2009-10-25,61,12.3,10.4,15.8,10.25,4
2009-10-25,2,14.9,11.0,0.0,10.25,9
2009-10-25,51,14.1,12.3,0.2,10.25,10
2009-10-25,51,14.4,11.7,0.2,10.25,7
2009-10-25,2,16.0,10.6,0.0,10.25,1
2009-10-25,3,14.1,12.3,0.0,10.25,6
2009-10-25,53,13.7,11.2,1.2,10.25,8
2009-10-25,53,13.8,11.1,1.8,10.25,3
2009-10-25,2,14.8,10.5,0.0,10.25,5
2009-10-26,3,15.0,9.5,0.0,10.26,1
2009-10-26,51,14.6,11.0,1.9,10.26,10
2009-10-26,51,13.7,10.3,0.1,10.26,5
2009-10-26,53,13.5,10.0,2.8,10.26,3
2009-10-26,51,13.8,11.1,1.1,10.26,6
2009-10-26,51,15.0,10.2,0.9,10.26,7
2009-10-26,51,14.1,9.5,0.2,10.26,9
2009-10-26,3,13.4,9.7,0.0,10.26,8
2009-10-26,3,11.2,8.6,0.0,10.26,2
2009-10-26,3,11.4,8.6,0.0,10.26,4
2009-10-27,3,16.1,12.3,0.0,10.27,7
2009-10-27,61,13.1,8.4,6.6,10.27,2
2009-10-27,51,15.4,9.7,0.2,10.27,8
2009-10-27,51,15.2,12.5,0.5,10.27,10
2009-10-27,51,15.4,11.2,1.5,10.27,3
2009-10-27,53,15.7,11.5,2.0,10.27,5
2009-10-27,53,16.0,11.7,1.0,10.27,9
2009-10-27,53,15.9,12.3,2.6,10.27,6
2009-10-27,51,16.1,11.8,0.1,10.27,1
2009-10-27,61,13.7,8.0,10.6,10.27,4
2009-10-28,3,16.2,8.6,0.0,10.28,5
2009-10-28,53,14.6,11.0,1.6,10.28,4
2009-10-28,3,15.6,9.8,0.0,10.28,10
2009-10-28,55,14.6,12.3,2.5,10.28,2
2009-10-28,53,16.1,9.6,0.5,10.28,6
2009-10-28,51,15.6,7.9,0.5,10.28,3
2009-10-28,51,16.1,8.4,0.1,10.28,8
2009-10-28,3,16.6,8.6,0.0,10.28,7
2009-10-28,3,16.4,9.9,0.0,10.28,1
2009-10-28,3,16.8,9.0,0.0,10.28,9
2009-10-29,3,15.3,8.8,0.0,10.29,10
2009-10-29,3,14.3,7.4,0.0,10.29,6
2009-10-29,3,14.4,6.4,0.0,10.29,3
2009-10-29,3,15.8,8.0,0.0,10.29,7
2009-10-29,3,16.0,10.2,0.0,10.29,1
2009-10-29,53,14.0,11.5,2.0,10.29,4
2009-10-29,61,13.9,11.0,1.5,10.29,2
2009-10-29,3,14.5,7.9,0.0,10.29,8
2009-10-29,3,15.1,6.8,0.0,10.29,5
2009-10-29,3,15.9,8.0,0.0,10.29,9
2009-10-30,53,14.0,11.9,2.2,10.3,6
2009-10-30,53,13.1,10.2,0.8,10.3,5
2009-10-30,51,14.6,11.6,1.1,10.3,10
2009-10-30,63,14.5,10.6,6.0,10.3,2
2009-10-30,3,13.0,9.5,0.0,10.3,1
2009-10-30,61,14.1,12.0,13.4,10.3,4
2009-10-30,53,12.9,10.1,1.0,10.3,8
2009-10-30,53,13.0,10.1,1.2,10.3,9
2009-10-30,53,14.5,11.4,1.4,10.3,7
2009-10-30,53,13.2,10.7,0.7,10.3,3
2009-10-31,53,15.3,10.6,0.8,10.31,8
2009-10-31,61,15.4,11.4,3.7,10.31,5
2009-10-31,61,14.0,11.0,2.7,10.31,4
2009-10-31,61,15.6,12.2,2.7,10.31,7
2009-10-31,55,16.0,9.9,2.2,10.31,1
2009-10-31,53,15.1,11.2,1.9,10.31,3
2009-10-31,61,15.8,12.5,3.3,10.31,6
2009-10-31,61,15.5,11.0,3.1,10.31,9
2009-10-31,61,15.3,12.8,4.5,10.31,10
2009-10-31,61,14.3,11.0,3.7,10.31,2
2009-11-01,63,15.0,7.4,18.2,11.01,5
2009-11-01,61,11.4,7.9,27.7,11.01,4
2009-11-01,63,15.9,8.2,12.2,11.01,9
2009-11-01,63,14.4,8.6,19.0,11.01,8
2009-11-01,63,11.8,7.3,27.7,11.01,2
2009-11-01,63,14.3,8.4,18.9,11.01,3
2009-11-01,63,15.8,8.5,20.7,11.01,10
2009-11-01,63,16.2,8.5,18.6,11.01,7
2009-11-01,61,16.3,9.2,8.3,11.01,1
2009-11-01,65,13.9,9.4,25.0,11.01,6
2009-11-02,53,10.5,7.7,4.4,11.02,10
2009-11-02,51,9.9,7.3,1.8,11.02,3
2009-11-02,3,10.4,6.5,0.0,11.02,8
2009-11-02,53,11.5,5.9,1.4,11.02,1
2009-11-02,53,10.2,7.9,4.5,11.02,6
2009-11-02,3,10.7,5.7,0.0,11.02,9
2009-11-02,61,9.8,5.4,3.7,11.02,2
2009-11-02,53,10.7,6.6,1.1,11.02,7
2009-11-02,53,9.5,5.6,5.6,11.02,4
2009-11-02,3,10.0,5.8,0.0,11.02,5
2009-11-03,53,12.5,7.6,5.0,11.03,7
2009-11-03,61,13.9,6.9,7.7,11.03,1
2009-11-03,53,10.7,5.8,3.7,11.03,8
2009-11-03,61,10.3,6.2,8.3,11.03,3
2009-11-03,61,8.5,5.8,17.8,11.03,4
2009-11-03,61,11.1,5.6,6.9,11.03,5
2009-11-03,61,12.6,6.9,4.9,11.03,9
2009-11-03,55,10.9,7.7,10.0,11.03,6
2009-11-03,55,12.5,7.7,8.3,11.03,10
2009-11-03,61,8.9,5.3,6.4,11.03,2
2009-11-04,61,10.1,7.6,17.9,11.04,6
2009-11-04,51,10.8,5.5,0.2,11.04,9
2009-11-04,53,10.5,7.7,6.7,11.04,10
2009-11-04,53,10.6,7.2,2.8,11.04,7
2009-11-04,51,8.4,3.5,2.0,11.04,4
2009-11-04,3,11.6,5.0,0.0,11.04,1
2009-11-04,51,8.3,3.3,0.4,11.04,2
2009-11-04,61,9.4,6.1,5.1,11.04,3
2009-11-04,3,9.6,4.2,0.0,11.04,8
2009-11-04,53,10.0,5.5,1.3,11.04,5
2009-11-05,3,9.0,3.6,0.0,11.05,8
2009-11-05,53,9.7,6.1,3.2,11.05,5
2009-11-05,51,10.8,8.5,1.2,11.05,10
2009-11-05,53,8.8,2.6,1.3,11.05,4
2009-11-05,61,10.0,7.7,12.0,11.05,6
2009-11-05,51,8.6,2.5,0.3,11.05,2
2009-11-05,51,10.5,7.2,1.3,11.05,9
2009-11-05,51,10.9,7.9,0.8,11.05,7
2009-11-05,55,9.5,3.8,2.7,11.05,3
2009-11-05,51,11.1,6.5,1.0,11.05,1
2009-11-06,55,11.4,6.7,3.3,11.06,1
2009-11-06,61,9.2,5.0,3.1,11.06,5
2009-11-06,61,10.0,4.8,5.4,11.06,6
2009-11-06,55,8.1,0.7,4.0,11.06,2
2009-11-06,53,11.3,6.5,1.1,11.06,7
2009-11-06,55,10.5,6.4,2.8,11.06,9
2009-11-06,61,8.3,2.0,8.9,11.06,4
2009-11-06,61,9.1,1.6,4.7,11.06,3
2009-11-06,61,11.3,7.6,3.2,11.06,10
2009-11-06,55,9.0,2.1,3.0,11.06,8
2009-11-07,53,9.6,4.7,1.1,11.07,7
2009-11-07,53,8.2,4.0,0.7,11.07,3
2009-11-07,3,8.3,2.3,0.0,11.07,8
2009-11-07,55,9.8,5.9,6.0,11.07,10
2009-11-07,53,8.4,2.5,2.1,11.07,5
2009-11-07,51,7.5,2.9,1.9,11.07,4
2009-11-07,3,7.6,3.7,0.0,11.07,2
2009-11-07,55,9.2,3.4,2.0,11.07,9
2009-11-07,51,9.6,4.2,0.1,11.07,1
2009-11-07,55,9.3,5.5,9.1,11.07,6
2009-11-08,3,10.3,6.1,0.0,11.08,10
2009-11-08,51,9.1,3.7,0.2,11.08,5
2009-11-08,53,9.0,4.4,1.9,11.08,6
2009-11-08,51,9.4,2.7,1.6,11.08,3
2009-11-08,3,5.4,-1.1,0.0,11.08,4
2009-11-08,3,9.7,5.4,0.0,11.08,7
2009-11-08,53,9.2,5.0,1.3,11.08,9
2009-11-08,2,5.5,-0.2,0.0,11.08,2
2009-11-08,53,8.3,4.0,5.5,11.08,1
2009-11-08,51,9.7,2.6,0.3,11.08,8
2009-11-09,3,8.2,1.7,0.0,11.09,5
2009-11-09,3,8.8,3.4,0.0,11.09,9
2009-11-09,3,8.8,3.8,0.0,11.09,10
2009-11-09,3,9.8,2.6,0.0,11.09,1
2009-11-09,3,7.9,1.8,0.0,11.09,6
2009-11-09,3,7.8,0.3,0.0,11.09,3
2009-11-09,3,8.4,3.3,0.0,11.09,7
2009-11-09,3,8.2,1.6,0.0,11.09,8
2009-11-09,51,5.2,-1.3,0.3,11.09,4
2009-11-09,3,3.5,-1.8,0.0,11.09,2
2009-11-10,53,9.2,5.3,3.4,11.1,7
2009-11-10,51,8.7,5.6,1.9,11.1,6
2009-11-10,53,6.7,3.3,2.6,11.1,2
2009-11-10,55,9.0,6.2,5.4,11.1,10
2009-11-10,3,7.9,3.4,0.0,11.1,1
2009-11-10,3,7.8,1.5,0.0,11.1,8
2009-11-10,51,7.3,3.8,1.6,11.1,5
2009-11-10,53,7.6,3.9,2.3,11.1,9
2009-11-10,55,7.4,4.3,6.7,11.1,4
2009-11-10,51,7.9,3.8,0.2,11.1,3
2009-11-11,3,7.1,1.7,0.0,11.11,4
2009-11-11,55,8.2,5.2,1.6,11.11,3
2009-11-11,3,7.0,2.1,0.0,11.11,2
2009-11-11,51,8.4,2.9,0.1,11.11,8
2009-11-11,61,8.4,4.4,2.6,11.11,5
2009-11-11,53,9.2,5.0,1.6,11.11,9
2009-11-11,53,10.5,6.0,2.2,11.11,7
2009-11-11,53,8.5,6.2,1.9,11.11,6
2009-11-11,55,10.3,4.6,1.3,11.11,1
2009-11-11,61,10.4,6.4,6.0,11.11,10
2009-11-12,61,11.2,6.1,7.0,11.12,3
2009-11-12,61,12.4,7.7,8.6,11.12,7
2009-11-12,53,9.8,5.4,3.8,11.12,2
2009-11-12,61,12.2,6.9,7.7,11.12,9
2009-11-12,61,9.8,5.1,7.6,11.12,4
2009-11-12,61,11.0,7.1,6.3,11.12,6
2009-11-12,61,10.8,6.0,11.5,11.12,8
2009-11-12,61,11.4,6.2,10.8,11.12,5
2009-11-12,61,12.4,8.9,11.0,11.12,10
2009-11-12,61,13.3,7.4,5.0,11.12,1
2009-11-13,61,13.4,8.4,11.5,11.13,9
2009-11-13,63,13.7,8.1,18.0,11.13,7
2009-11-13,63,13.2,6.8,16.5,11.13,6
2009-11-13,63,13.5,8.9,19.9,11.13,10
2009-11-13,61,12.7,7.0,11.6,11.13,5
2009-11-13,61,8.2,5.3,2.5,11.13,2
2009-11-13,55,7.9,5.3,1.6,11.13,4
2009-11-13,63,12.9,6.2,10.2,11.13,3
